ship,survey_num,haul_num,species_name,sex,length_cm,weight_kg,specimen_number,age,visual_maturity,subsample_type,age_structure,maturity_table
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,42,0.436,100633043,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,38,0.404,100633044,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,40,0.41,100633045,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,40,0.426,100633046,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,30,0.158,100633047,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,41,0.388,100633048,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,40,0.414,100633049,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,40,0.398,100633050,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,43,0.524,100633051,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,71,Pacific hake - Merluccius productus,Female,41,0.46,100632837,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,44,0.51,100633053,9,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,46,0.514,100633054,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,43,0.516,100633055,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,34,0.222,100633056,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,39,0.384,100633057,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,43,0.562,100633058,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,45,0.544,100633059,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,41,0.436,100633060,3,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,61,2.08,100632838,9,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,39,0.412,100633062,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,42,0.45,100633063,4,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,49,0.925,100632839,7,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,50,0.795,100632840,9,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,45,0.74,100632841,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,54,1.21,100632842,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,48,0.865,100632843,6,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,49,0.725,100632844,9,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,51,0.87,100632848,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,45,0.605,100632849,9,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,45,0.68,100632851,9,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,46,0.8,100632852,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,50,0.965,100632853,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,47,0.765,100632855,9,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,54,1.36,100632856,8,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,49,0.91,100632857,9,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,45,0.595,100632861,9,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,50,1,100632862,9,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,39,0.366,100633080,2,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,48,0.56,100633081,9,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,42,0.432,100633082,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,43,0.548,100633083,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,43,0.47,100633084,3,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,43,0.474,100633085,4,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,45,0.486,100633086,9,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,43,0.562,100633087,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,42,0.48,100633088,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,45,0.548,100633089,9,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,42,0.428,100633090,9,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,41,0.454,100633091,3,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,41,0.46,100633092,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,42,0.432,100633093,3,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,43,0.43,100633094,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,44,0.508,100633095,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,47,0.576,100633096,8,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,41,0.382,100633097,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,40,0.43,100633098,3,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,43,0.474,100633099,7,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,42,0.466,100633100,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,40,0.43,100633101,3,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,43,0.498,100633102,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,40,0.452,100633103,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,39,0.388,100633104,3,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,47,0.59,100633105,6,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,40,0.436,100633106,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Male,38,0.376,100633107,2,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,46,0.73,100632864,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,48,0.82,100632866,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,45,0.57,100632869,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,46,0.53,100633111,9,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,44,0.556,100633112,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,51,0.92,100632870,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,73,Pacific hake - Merluccius productus,Female,49,0.795,100632872,10,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Female,46,0.532,100633023,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,41,0.45,100633116,3,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,44,0.59,100633117,5,Inactive,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Female,47,0.592,100633024,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Female,43,0.462,100633025,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Female,36,0.31,100633026,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Female,41,0.442,100633027,3,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Female,36,0.316,100633028,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Female,30,0.172,100633029,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Female,44,0.532,100633030,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,46,0.522,100633052,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,44,0.528,100633061,5,Inactive,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,41,0.476,100633064,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,44,0.568,100633065,5,Inactive,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,43,0.502,100633066,3,Inactive,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,47,0.65,100633067,5,Inactive,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,38,0.344,100633068,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,44,0.53,100633069,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,41,0.468,100633070,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,43,0.52,100633071,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,43,0.45,100633135,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,45,0.5,100633136,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,45,0.51,100633137,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,43,0.44,100633138,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,43,0.462,100633139,3,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,43,0.498,100633140,9,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,41,0.406,100633141,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,44,0.528,100633142,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,39,0.388,100633143,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,40,0.408,100633144,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,46,0.588,100633145,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,41,0.454,100633146,,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,42,0.45,100633147,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,40,0.45,100633148,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,47,0.556,100633149,6,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,35,0.266,100633150,2,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,44,0.538,100633151,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,42,0.446,100633152,3,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,44,0.49,100633153,9,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,44,0.536,100633154,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,40,0.39,100633155,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,43,0.444,100633156,3,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Male,41,0.426,100633157,3,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,41,0.406,100633072,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,56,Pacific hake - Merluccius productus,Male,44,0.552,100633159,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,56,Pacific hake - Merluccius productus,Male,46,0.624,100633160,8,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,43,0.46,100633073,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,41,0.418,100633074,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,45,0.584,100633075,5,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,44,0.526,100633076,5,Inactive,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,47,0.6,100633077,9,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,42,0.496,100633446,3,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,36,0.29,100633447,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,42,0.498,100633078,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,44,0.486,100633449,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,41,0.486,100633450,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,54,Pacific hake - Merluccius productus,Female,41,0.468,100633079,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Female,42,0.502,100633108,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Female,44,0.546,100633109,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,53,Pacific hake - Merluccius productus,Male,46,0.528,100633454,5,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,55,Pacific hake - Merluccius productus,Female,44,0.474,100633110,5,Inactive,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,52,Pacific hake - Merluccius productus,Male,45,0.584,100633456,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,52,Pacific hake - Merluccius productus,Male,44,0.506,100633457,7,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,52,Pacific hake - Merluccius productus,Male,41,0.408,100633458,3,Inactive,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,52,Pacific hake - Merluccius productus,Male,43,0.516,100633459,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,52,Pacific hake - Merluccius productus,Male,44,0.484,100633460,9,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
